39, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
30, Female, United-States, Other-service, 11th, Never-married, Private, White
34, Male, United-States, Machine-op-inspct, 11th, Separated, Local-gov, Black
34, Female, United-States, Transport-moving, HS-grad, Divorced, State-gov, White
20, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
17, Male, United-States, Handlers-cleaners, 11th, Never-married, Private, White
32, Female, United-States, Exec-managerial, Bachelors, Married-civ-spouse, State-gov, White
29, Male, United-States, Farming-fishing, HS-grad, Divorced, Private, White
33, Female, United-States, Craft-repair, 10th, Never-married, Private, White
25, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
36, Male, United-States, Prof-specialty, Masters, Never-married, Federal-gov, White
23, Male, Dominican-Republic, Handlers-cleaners, HS-grad, Never-married, Private, White
63, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-inc, White
47, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
40, Female, United-States, Prof-specialty, Bachelors, Married-spouse-absent, Self-emp-not-inc, White
30, Female, United-States, Other-service, Assoc-acdm, Married-civ-spouse, Private, White
27, Male, Philippines, Craft-repair, Some-college, Never-married, Private, Asian-Pac-Islander
33, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Private, White
34, Male, United-States, Farming-fishing, HS-grad, Never-married, Local-gov, Black
34, Female, United-States, Protective-serv, Some-college, Never-married, Local-gov, White
23, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Private, White
42, Female, United-States, Adm-clerical, Some-college, Married-civ-spouse, Local-gov, White
29, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
45, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
24, Male, United-States, Armed-Forces, HS-grad, Never-married, Federal-gov, White
44, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
27, Male, Mexico, Craft-repair, 9th, Never-married, Private, White
20, Male, United-States, Sales, Some-college, Never-married, Private, White
44, Female, United-States, Exec-managerial, HS-grad, Widowed, Private, Black
51, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, Amer-Indian-Eskimo
20, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
19, Female, United-States, Machine-op-inspct, HS-grad, Never-married, Private, Black
45, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Self-emp-inc, White
60, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
44, Female, United-States, Sales, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
40, Male, United-States, Machine-op-inspct, Assoc-voc, Married-civ-spouse, Private, Asian-Pac-Islander
30, Female, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
38, Male, United-States, Transport-moving, Some-college, Married-civ-spouse, Private, Black
23, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
44, Male, United-States, Farming-fishing, Assoc-acdm, Never-married, Private, White
54, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Local-gov, Black
32, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
50, Male, United-States, Craft-repair, 1st-4th, Married-spouse-absent, Private, White
24, Female, United-States, Tech-support, Bachelors, Never-married, Private, White
37, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
52, Male, United-States, Transport-moving, HS-grad, Divorced, Private, White
38, Male, United-States, Transport-moving, Some-college, Married-civ-spouse, Private, White
49, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
30, Female, United-States, Tech-support, Bachelors, Married-civ-spouse, Private, White
60, Male, United-States, Prof-specialty, Some-college, Never-married, Private, White
35, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
30, Male, United-States, Transport-moving, HS-grad, Never-married, Private, White
67, Female, United-States, Other-service, Assoc-voc, Divorced, Private, White
46, Female, United-States, Craft-repair, Bachelors, Never-married, Private, White
17, Male, United-States, Other-service, 9th, Never-married, Private, White
22, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
27, Male, United-States, Other-service, 10th, Never-married, Private, White
23, Female, United-States, Other-service, HS-grad, Never-married, Private, White
33, Male, Portugal, Craft-repair, Assoc-acdm, Married-civ-spouse, Private, White
43, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Self-emp-not-inc, White
28, Male, United-States, Prof-specialty, Bachelors, Never-married, State-gov, White
41, Female, United-States, Craft-repair, HS-grad, Married-spouse-absent, Private, White
25, Female, United-States, Adm-clerical, Some-college, Married-spouse-absent, Private, Black
59, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Local-gov, White
45, Female, United-States, Prof-specialty, Bachelors, Divorced, Local-gov, White
38, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
40, Female, United-States, Other-service, HS-grad, Never-married, Private, White
46, Male, United-States, Adm-clerical, HS-grad, Divorced, Federal-gov, White
35, Female, United-States, Exec-managerial, Assoc-acdm, Never-married, Private, White
34, Female, United-States, Prof-specialty, HS-grad, Divorced, Private, White
33, Male, United-States, Craft-repair, Bachelors, Never-married, Private, White
41, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
20, Male, United-States, Machine-op-inspct, Some-college, Never-married, Private, White
23, Male, El-Salvador, Other-service, 5th-6th, Never-married, Private, White
26, Female, United-States, Prof-specialty, Some-college, Never-married, Private, White
23, Male, Poland, Farming-fishing, HS-grad, Never-married, Local-gov, White
62, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Local-gov, White
52, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Private, White
58, Female, France, Other-service, Some-college, Divorced, Private, White
25, Female, United-States, Sales, Bachelors, Never-married, Private, White
24, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, Black
19, Male, United-States, Protective-serv, Some-college, Never-married, Private, White
43, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
47, Female, United-States, Adm-clerical, HS-grad, Separated, Local-gov, Black
39, Female, United-States, Other-service, HS-grad, Divorced, Private, White
49, Male, United-States, Handlers-cleaners, Assoc-voc, Married-spouse-absent, Private, White
32, Male, United-States, Craft-repair, Assoc-voc, Never-married, Private, White
34, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
28, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
25, Female, United-States, Adm-clerical, Some-college, Never-married, Private, Amer-Indian-Eskimo
34, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
38, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-inc, White
50, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
24, Male, United-States, Handlers-cleaners, Some-college, Divorced, Local-gov, Black
37, Male, United-States, Tech-support, Some-college, Married-civ-spouse, Local-gov, White
44, Male, United-States, Machine-op-inspct, Some-college, Divorced, Private, White
28, Female, United-States, Sales, Some-college, Married-civ-spouse, Private, White
42, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
74, Female, United-States, Adm-clerical, Some-college, Divorced, Private, White
38, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
44, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Self-emp-not-inc, White
44, Female, Puerto-Rico, Machine-op-inspct, 11th, Divorced, Private, Other
26, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
36, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, Black
41, Female, United-States, Exec-managerial, Assoc-acdm, Married-civ-spouse, Private, White
67, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
39, Male, United-States, Tech-support, 12th, Married-civ-spouse, Local-gov, White
57, Female, United-States, Priv-house-serv, 1st-4th, Widowed, Private, Black
29, Male, United-States, Craft-repair, Assoc-voc, Separated, Private, White
31, Female, United-States, Farming-fishing, Bachelors, Never-married, Self-emp-inc, White
44, Male, United-States, Transport-moving, Some-college, Married-civ-spouse, Private, White
29, Male, United-States, Prof-specialty, Doctorate, Never-married, Private, White
30, Female, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
27, Male, United-States, Transport-moving, HS-grad, Never-married, Private, White
27, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
32, Female, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
58, Female, United-States, Other-service, 10th, Married-civ-spouse, Private, White
35, Male, United-States, Protective-serv, Some-college, Married-civ-spouse, Local-gov, White
21, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
28, Male, United-States, Craft-repair, Some-college, Never-married, Private, White
46, Male, United-States, Exec-managerial, Some-college, Divorced, Self-emp-not-inc, White
36, Female, United-States, Other-service, HS-grad, Separated, Self-emp-not-inc, White
72, Female, United-States, Adm-clerical, 11th, Widowed, Private, White
35, Female, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, Black
33, Female, United-States, Craft-repair, Assoc-voc, Divorced, Federal-gov, Black
69, Female, United-States, Machine-op-inspct, 11th, Never-married, Private, White
35, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
34, Female, United-States, Tech-support, HS-grad, Married-civ-spouse, Private, White
30, Male, Mexico, Other-service, 11th, Married-civ-spouse, Private, White
28, Male, United-States, Transport-moving, Bachelors, Never-married, Private, White
54, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
47, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
24, Female, United-States, Handlers-cleaners, HS-grad, Never-married, Private, Black
52, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
20, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, Amer-Indian-Eskimo
43, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Self-emp-inc, White
45, Female, Mexico, Other-service, 7th-8th, Separated, Private, White
29, Male, United-States, Craft-repair, HS-grad, Separated, Self-emp-not-inc, White
47, Male, United-States, Exec-managerial, Masters, Divorced, Private, White
24, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
51, Male, United-States, Prof-specialty, HS-grad, Married-civ-spouse, Private, White
17, Male, United-States, Sales, 11th, Never-married, Private, White
37, Male, United-States, Craft-repair, Assoc-voc, Married-civ-spouse, Private, White
27, Female, United-States, Prof-specialty, Doctorate, Never-married, Private, White
29, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
36, Female, United-States, Sales, Assoc-acdm, Divorced, Self-emp-not-inc, White
58, Female, United-States, Prof-specialty, Bachelors, Never-married, Local-gov, White
26, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Self-emp-not-inc, White
57, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
59, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
27, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
31, Male, United-States, Tech-support, Bachelors, Never-married, Self-emp-not-inc, White
